avg_shots_home_5,avg_shots_away_5,avg_sot_home_5,avg_sot_away_5,avg_corners_home_5,avg_corners_away_5,avg_yellow_home_5,avg_yellow_away_5,avg_red_home_5,avg_red_away_5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,13.0,7.0,6.0,7.0,5.0,0.0,7.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,20.0,4.0,4.0,2.0,10.0,2.0,0.0,0.0,0.0
9.0,9.0,2.0,8.0,4.0,5.0,5.0,1.0,0.0,0.0
8.0,16.0,2.0,6.0,5.0,7.0,1.0,3.0,0.0,0.0
7.0,7.0,7.0,5.0,3.0,2.0,3.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,8.0,3.5,3.0,3.5,3.5,2.0,3.0,0.0,0.0
11.0,24.0,7.0,6.0,2.0,6.0,1.0,1.0,0.0,0.0
9.0,15.0,7.0,6.0,4.0,10.0,2.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,16.0,3.0,7.0,7.0,4.0,3.0,3.0,0.0,0.0
18.0,9.0,5.0,5.0,3.0,5.0,2.0,3.0,0.0,0.0
17.0,14.0,9.0,5.0,4.0,5.0,2.0,2.0,0.0,0.0
13.0,14.0,4.0,4.0,6.0,3.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,16.0,1.0,6.0,2.0,7.0,2.0,5.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,6.0,4.0,3.0,5.0,2.0,1.0,2.0,0.0,0.0
12.0,10.0,3.5,5.0,3.0,5.5,6.0,2.5,0.0,0.0
14.5,10.0,5.0,5.5,7.5,4.5,1.0,3.0,0.0,0.0
14.0,7.0,5.5,5.0,5.5,4.0,4.0,2.0,0.0,0.0
11.0,11.0,5.0,5.0,2.5,6.0,2.5,4.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,12.0,3.0,6.0,6.0,5.0,2.0,0.0,0.0,0.0
12.0,16.0,1.0,4.0,6.0,9.0,5.0,1.0,0.0,0.0
10.0,18.0,3.0,4.0,4.0,8.0,2.0,3.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,10.0,2.0,6.0,6.0,3.0,1.0,1.0,0.0,0.0
8.0,10.0,2.0,0.0,2.0,2.0,2.0,3.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,6.0,4.0,2.0,5.0,3.0,2.0,0.0,0.0,0.0
12.0,7.0,2.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0
19.0,11.0,4.0,1.0,8.0,4.0,1.0,4.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,12.0,3.0,2.0,6.0,9.0,2.0,3.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,9.0,3.0,3.0,1.0,4.0,2.0,0.0,0.0,0.0
9.0,10.0,5.0,2.0,2.0,9.0,4.0,3.0,0.0,0.0
14.0,14.0,5.0,3.0,6.0,7.0,2.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,7.0,6.0,3.0,6.0,4.0,3.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,15.666666666666666,3.3333333333333335,4.333333333333333,4.0,9.666666666666666,1.6666666666666667,0.6666666666666666,0.0,0.0
9.0,9.0,2.5,2.5,7.5,2.0,2.0,2.0,0.0,1.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,11.0,2.0,6.0,2.0,1.0,3.0,3.0,0.0,0.0
10.0,14.0,7.0,4.0,2.0,5.0,2.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.5,11.5,4.5,3.5,3.5,5.5,1.0,1.5,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,11.5,4.5,6.0,4.0,3.0,1.0,0.5,0.0,0.0
18.0,10.0,8.0,2.0,7.0,8.0,3.0,4.0,0.0,0.0
8.0,8.0,3.0,0.0,3.0,4.0,3.0,2.0,0.0,0.0
15.0,27.0,6.0,6.0,4.0,20.0,1.0,0.0,1.0,0.0
12.0,17.0,6.0,8.0,8.0,12.0,3.0,2.0,0.0,0.0
8.5,14.0,2.5,5.666666666666667,4.0,4.0,2.0,4.333333333333333,0.5,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,13.0,3.5,3.5,6.5,3.5,2.5,3.5,0.0,0.0
6.5,15.0,2.0,7.0,4.0,8.5,1.0,2.5,0.0,0.0
9.0,16.5,4.5,4.0,3.0,6.0,1.5,1.5,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5,11.0,1.5,4.5,1.0,6.0,3.0,2.5,0.5,0.0
12.5,10.0,6.5,2.0,4.5,6.5,0.5,4.0,0.0,0.0
12.0,8.5,3.0,4.0,3.5,5.0,2.5,0.5,0.0,0.5
14.5,6.5,5.0,2.5,6.0,4.0,4.0,1.5,0.0,0.0
15.0,10.666666666666666,5.0,4.666666666666667,6.0,4.333333333333333,4.0,1.0,0.0,0.0
8.0,13.0,3.3333333333333335,4.333333333333333,4.333333333333333,5.666666666666667,2.6666666666666665,3.0,0.0,0.0
11.0,9.666666666666666,5.666666666666667,5.0,6.333333333333333,2.0,3.0,2.6666666666666665,0.0,0.0
9.666666666666666,7.333333333333333,4.666666666666667,4.0,4.333333333333333,3.6666666666666665,2.0,1.6666666666666667,0.0,0.0
22.0,11.0,4.0,5.0,9.0,10.0,2.0,0.0,0.0,1.0
11.0,19.0,6.0,4.0,2.0,3.0,2.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.5,12.5,3.5,4.0,3.0,7.0,0.5,1.5,0.0,0.0
16.5,21.0,4.5,6.0,8.0,8.0,1.5,2.0,0.0,0.0
13.5,14.0,3.0,3.5,6.5,5.5,1.0,2.5,0.0,0.0
9.5,11.5,1.0,4.5,5.5,3.0,3.0,2.0,0.0,0.0
13.0,15.0,3.0,6.0,2.5,6.0,1.5,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.5,9.0,4.0,2.5,4.5,7.0,2.0,2.0,0.5,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,25.0,3.0,9.0,1.0,10.0,3.0,0.0,0.0,0.0
5.0,22.0,0.0,6.0,3.0,6.0,1.0,4.0,0.0,0.0
4.0,12.0,1.0,4.0,1.0,4.0,3.0,2.0,0.0,0.0
13.0,7.0,3.0,2.0,8.0,4.0,4.0,1.0,0.0,1.0
11.0,8.0,1.0,3.0,5.0,2.0,2.0,3.0,0.0,1.0
6.0,7.0,4.0,1.0,1.0,7.0,2.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,20.0,4.0,6.0,10.0,5.0,3.0,1.0,0.0,0.0
22.0,9.0,8.0,3.0,8.0,3.0,2.0,3.0,0.0,0.0
15.0,19.0,5.0,6.0,5.0,7.0,4.0,2.0,0.0,0.0
12.0,16.0,3.0,11.0,3.0,8.0,3.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,12.0,1.0,4.0,2.0,2.0,4.0,3.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,11.0,5.0,2.5,8.0,1.0,2.5,2.5,0.0,0.0
12.0,10.0,3.5,2.5,6.5,5.0,2.5,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,19.0,3.5,7.0,5.5,10.5,3.5,2.0,0.0,0.0
14.0,8.5,5.0,3.5,5.0,4.5,1.5,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,30.0,4.0,12.0,5.0,10.0,3.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,27.0,3.0,14.0,5.0,8.0,2.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.666666666666666,14.666666666666666,5.333333333333333,4.333333333333333,9.333333333333334,5.666666666666667,2.0,1.6666666666666667,0.0,0.0
6.5,8.5,2.0,4.5,2.5,2.5,1.5,2.0,0.0,0.0
12.333333333333334,12.666666666666666,5.0,3.6666666666666665,3.0,5.666666666666667,1.6666666666666667,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,14.0,2.0,9.0,2.0,7.0,3.0,3.0,0.0,0.0
13.0,15.0,5.0,5.0,5.0,5.0,2.0,0.0,0.0,0.0
12.0,8.0,6.0,1.0,3.0,4.0,3.0,2.0,0.0,0.0
23.0,17.0,9.0,8.0,9.0,7.0,4.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,21.0,6.0,8.0,3.0,6.0,2.0,3.0,0.0,0.0
9.333333333333334,14.666666666666666,1.6666666666666667,4.333333333333333,5.0,7.0,3.0,2.0,0.0,0.0
9.0,16.0,2.3333333333333335,3.6666666666666665,4.666666666666667,5.666666666666667,2.3333333333333335,2.3333333333333335,0.0,0.0
17.333333333333332,16.666666666666668,7.0,5.0,4.0,7.0,1.3333333333333333,2.0,0.0,0.0
18.333333333333332,13.0,5.0,4.0,7.0,3.0,3.0,1.6666666666666667,0.0,0.0
6.333333333333333,11.333333333333334,1.6666666666666667,3.6666666666666665,4.333333333333333,3.0,1.6666666666666667,1.3333333333333333,0.0,0.0
9.0,12.333333333333334,3.6666666666666665,3.0,4.666666666666667,6.0,0.6666666666666666,2.0,0.3333333333333333,0.0
10.666666666666666,17.666666666666668,5.333333333333333,4.666666666666667,4.666666666666667,3.6666666666666665,2.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.333333333333334,8.333333333333334,2.3333333333333335,3.0,2.0,1.6666666666666667,2.6666666666666665,4.0,0.0,0.3333333333333333
10.333333333333334,11.666666666666666,3.3333333333333335,3.0,5.666666666666667,4.333333333333333,1.6666666666666667,2.6666666666666665,0.0,0.0
18.666666666666668,7.0,5.0,3.0,7.0,3.3333333333333335,1.6666666666666667,1.3333333333333333,0.0,0.0
8.25,6.5,3.75,3.0,4.0,3.5,1.75,2.25,0.0,0.25
11.5,12.0,3.5,4.0,4.5,4.0,3.0,2.0,0.0,0.0
21.0,8.0,9.0,3.0,7.0,6.5,1.5,2.5,0.0,0.0
11.0,10.5,5.5,7.0,4.5,3.5,2.5,3.5,0.0,0.0
14.75,9.75,6.25,4.75,4.25,4.75,3.25,2.75,0.0,0.0
10.333333333333334,8.666666666666666,2.6666666666666665,3.0,3.0,4.333333333333333,4.0,1.0,0.0,0.0
8.666666666666666,9.0,3.0,4.5,5.333333333333333,1.75,2.0,2.25,0.3333333333333333,0.0
13.333333333333334,16.5,5.0,5.0,5.333333333333333,9.25,2.6666666666666665,1.0,0.0,0.0
9.25,12.0,3.75,6.25,3.5,6.25,1.0,2.5,0.25,0.0
16.0,17.5,4.5,5.5,2.5,5.0,1.5,2.0,0.0,0.0
12.0,11.0,3.0,4.0,5.0,7.0,3.0,2.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,19.5,2.5,6.0,4.0,9.0,3.0,3.5,0.5,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.75,11.5,3.5,4.75,5.5,5.25,2.75,1.75,0.0,0.0
18.333333333333332,9.333333333333334,7.666666666666667,5.0,9.0,4.333333333333333,2.3333333333333335,2.0,0.0,0.3333333333333333
9.333333333333334,12.666666666666666,3.3333333333333335,1.6666666666666667,2.6666666666666665,5.333333333333333,1.6666666666666667,2.6666666666666665,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,18.5,2.5,4.5,5.0,14.0,3.0,0.5,0.0,0.0
21.0,7.5,7.5,1.5,7.0,3.0,2.5,2.5,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,10.5,4.0,4.0,4.0,2.5,1.5,3.0,0.0,0.0
13.0,20.0,3.5,7.5,4.0,8.0,3.0,2.0,0.5,0.0
23.0,11.5,8.0,4.5,6.5,4.0,0.5,2.5,0.0,0.0
12.0,17.5,4.0,4.0,5.0,8.0,2.5,2.5,0.0,0.0
11.5,11.0,4.0,2.0,7.0,4.5,2.0,2.5,1.5,0.0
10.5,8.5,3.0,3.5,4.0,3.0,2.0,1.5,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.5,11.0,3.5,4.0,1.5,4.5,2.5,4.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.333333333333334,8.333333333333334,3.6666666666666665,3.6666666666666665,7.333333333333333,3.6666666666666665,1.6666666666666667,1.6666666666666667,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.333333333333334,10.333333333333334,5.0,4.333333333333333,3.6666666666666665,6.0,1.3333333333333333,1.6666666666666667,0.0,0.0
13.333333333333334,13.0,3.0,3.6666666666666665,5.0,6.0,2.3333333333333335,2.0,0.0,0.0
10.0,12.5,1.5,6.0,5.5,7.0,1.5,2.5,0.0,0.0
9.5,10.5,2.5,3.5,4.0,2.5,2.0,2.0,0.0,0.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,10.5,5.5,3.5,11.0,7.5,2.0,1.5,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,17.0,5.0,6.666666666666667,6.0,7.0,1.3333333333333333,3.3333333333333335,0.0,0.0
12.0,11.0,4.0,5.0,2.0,2.0,3.0,2.0,0.0,0.0
4.0,13.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0
10.0,15.333333333333334,3.3333333333333335,7.333333333333333,6.333333333333333,6.0,1.6666666666666667,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.5,8.0,3.5,1.5,3.5,2.0,3.0,1.5,1.0,0.0
11.75,14.75,3.75,5.0,6.5,8.0,1.75,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.75,18.0,6.75,6.5,8.0,5.5,3.5,2.5,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,11.666666666666666,4.0,2.6666666666666665,6.666666666666667,5.666666666666667,2.3333333333333335,1.6666666666666667,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.5,12.5,8.5,4.5,5.0,2.5,3.0,2.5,0.0,0.0
11.666666666666666,12.333333333333334,5.333333333333333,3.3333333333333335,5.0,7.333333333333333,2.3333333333333335,1.6666666666666667,0.0,1.0
9.5,17.25,5.25,5.5,4.25,6.75,1.75,1.5,0.25,0.25
11.0,11.25,3.75,3.25,3.5,4.25,2.25,2.25,0.0,0.0
9.25,9.25,3.0,3.25,4.0,6.25,1.25,2.0,0.75,0.0
7.0,8.75,2.75,3.75,2.75,3.5,1.5,2.25,0.25,0.0
12.25,12.5,2.75,2.75,5.75,2.5,2.25,2.5,0.0,0.0
